ResponseId,Duration (in seconds),showdata,Q-demos-age,Q-demos-gender,Q-demos-hispanic,Q-demos-race,Q-demos-income,Q-demos-state,Q-share-browser-data,Q-perceptions-1,Q-perceptions-2,source
R_6s0mEJjIjzjZGg3,69,true,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Michigan,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_6s706iA8NZFEciH,92,true,45 - 54 years,Male,No,White or Caucasian,"$75,000 - $99,999",Pennsylvania,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6s7eT6OhSqQRO1M,54,false,25 - 34 years,Female,No,Black or African American,"$50,000 - $74,999",Maryland,Decline,Neutral ,Strongly agree,PROLIFIC
R_6s8KTDPttv3q6K5,50,false,35 - 44 years,Male,Yes,"White or Caucasian,Other","$100,000 - $149,999",Ohio,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6sAFvoGpttk3sme,35,false,18 - 24 years,Female,No,"Asian,Native Hawaiian or Other Pacific Islander","$25,000 - $49,999",Washington,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_6sB50WgSbTpGle9,73,false,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",Wisconsin,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6sBSBHDVn2kDhdI,68,true,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",Michigan,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6sDOHUg1t6Uvxeh,47,false,25 - 34 years,Male,No,Asian,"$75,000 - $99,999",Virginia,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_6sDgUcOcBR5xiCt,81,true,25 - 34 years,Female,No,"White or Caucasian,Black or African American","$25,000 - $49,999",Washington,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6sPpAixRCtTWbKN,27,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Missouri,Consent to share,Somewhat disagree ,Strongly disagree ,PROLIFIC
R_6sWHc1BZV5YtYfJ,65,true,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Delaware,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6sXgw4xtTZkFSPv,76,true,18 - 24 years,Female,No,"White or Caucasian,Black or African American","$100,000 - $149,999",North Dakota,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6sZ4d89sG3lXLhs,103,false,45 - 54 years,Female,Yes,Other,"$150,000 or more",Massachusetts,Decline,Strongly agree,Strongly agree,PROLIFIC
R_6saUNCL7Gp2c5Z7,92,false,55 - 64 years,Male,No,White or Caucasian,"$150,000 or more",Texas,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_6saUdXRyNiIZ3eV,72,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Illinois,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_6sauinvDWiFg2I1,88,true,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",New York,Decline,Strongly agree,Strongly agree,PROLIFIC
R_6scXMPEdIy3MAMr,50,false,25 - 34 years,Female,Yes,White or Caucasian,"$50,000 - $74,999",Texas,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_6scmekSj9cupK1P,65,true,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Indiana,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6scpO3QmfMZEqbv,278,true,55 - 64 years,Male,No,White or Caucasian,"$50,000 - $74,999",Nevada,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6sdLFuQL4JYt3tU,46,true,55 - 64 years,Female,No,White or Caucasian,"Less than $25,000",Pennsylvania,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6sdkbip3uLmqgyE,542,true,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",California,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_6sduanljHEGTlFZ,37,false,18 - 24 years,Female,No,White or Caucasian,"Less than $25,000",Colorado,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6shyrBBeIDXa7cH,95,false,55 - 64 years,Female,No,White or Caucasian,"$100,000 - $149,999",Connecticut,Consent to share,Neutral ,Somewhat disagree ,PROLIFIC
R_6su161xQSodqP14,107,true,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6t0dEkv9Q7GdO5Y,70,true,35 - 44 years,Female,No,White or Caucasian,"$150,000 or more",Minnesota,Consent to share,Somewhat agree ,Strongly disagree ,PROLIFIC
R_6t5aNKVXfCW77XU,110,true,18 - 24 years,Male,No,White or Caucasian,"$150,000 or more",Texas,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_6t5u6ufljbWphel,50,false,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Florida,Consent to share,Somewhat disagree ,Strongly disagree ,PROLIFIC
R_6tAIIX4QAkVJ03v,46,false,45 - 54 years,Female,No,White or Caucasian,"$50,000 - $74,999",New York,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6tAmrlD2c8V8PQZ,88,true,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",Ohio,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6tAxaYPrEx7FRN1,59,true,65 or older,Male,No,White or Caucasian,"$50,000 - $74,999",Texas,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_6tCERLH34vfgxNf,87,false,25 - 34 years,Male,No,Black or African American,"$50,000 - $74,999",Texas,Consent to share,Neutral ,Neutral ,PROLIFIC
R_6tFMULRhw4SUVai,66,true,55 - 64 years,Female,No,White or Caucasian,"$75,000 - $99,999",Pennsylvania,Consent to share,Strongly disagree ,Somewhat disagree ,PROLIFIC
R_6tFcEjcYkZvpkaZ,62,true,25 - 34 years,Female,No,Black or African American,"Less than $25,000",Michigan,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6tFlmtAOG60ZPSg,86,true,55 - 64 years,Female,No,White or Caucasian,"$50,000 - $74,999",Michigan,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_6tFothUTrGQRinf,64,true,35 - 44 years,Male,No,White or Caucasian,"Less than $25,000",Oregon,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_6tG1xsqmDCg0KTN,88,true,55 - 64 years,Male,No,White or Caucasian,"$50,000 - $74,999",North Dakota,Decline,Somewhat agree ,Neutral ,PROLIFIC
R_6tJ79iV9zRvrA7g,65,true,35 - 44 years,Male,No,Black or African American,"$100,000 - $149,999",New York,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6tK07aedQhQd7Im,47,false,25 - 34 years,Male,No,Asian,"$75,000 - $99,999",New York,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6tLr6UxG542DaX0,80,false,18 - 24 years,Male,No,Asian,"Less than $25,000",Delaware,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6tLtKyqAg78AB1Q,56,false,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",Illinois,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6tN1g0QmeZiK1c5,85,false,45 - 54 years,Female,No,White or Caucasian,"$25,000 - $49,999",Pennsylvania,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6tT3hnHdrnfJHot,55,true,18 - 24 years,Female,No,Asian,"$75,000 - $99,999",Massachusetts,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6tXGj7n4OLZmyKl,108,false,55 - 64 years,Male,No,White or Caucasian,"$100,000 - $149,999",New York,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_6tallBaYIVYZ5cA,43,false,35 - 44 years,Male,Yes,Other,"$75,000 - $99,999",Texas,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6tb7OapSgJXZVVM,86,true,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Idaho,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6tbpAGToToZ7iBG,76,false,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",Tennessee,Decline,Strongly agree,Strongly disagree ,PROLIFIC
R_6tcAlHc1zq3iLpn,73,true,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Ohio,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6tcmk76IPz4ZbKa,24,true,18 - 24 years,Male,No,Asian,"$50,000 - $74,999",Florida,Consent to share,Neutral ,Somewhat disagree ,PROLIFIC
R_6tdEusmvxBNuxIl,89,false,25 - 34 years,Male,Yes,"Black or African American,Asian","$25,000 - $49,999",Hawaii,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_6teQoyAyIdI2nW9,62,false,18 - 24 years,Male,No,White or Caucasian,"$100,000 - $149,999",Illinois,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_6tg6k3IgrByQiow,74,false,25 - 34 years,Female,Yes,American Indian/Native American or Alaska Native,"$75,000 - $99,999",Arkansas,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_6tgxaLIVJkjeUVy,49,false,25 - 34 years,Female,No,Black or African American,"$50,000 - $74,999",Florida,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6thgmj7JswaFPZn,33,false,35 - 44 years,Female,Yes,American Indian/Native American or Alaska Native,"$75,000 - $99,999",South Carolina,Consent to share,Strongly agree,Neutral ,PROLIFIC
R_6tj2zg1EvxJVa6Z,124,false,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Georgia,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6tjPOsCaA0UJ19T,71,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Nebraska,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6tkQZkDsza3AT1m,41,false,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",Maryland,Consent to share,Strongly agree,Somewhat agree ,PROLIFIC
R_6tm4UnhAFhzqYRv,48,false,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",Florida,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6tm6lKdbVFwAbeQ,371,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6tmUf4zk5RCBBCn,86,true,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",California,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_6ttXWJLwSnyY56p,31,false,18 - 24 years,Male,No,Asian,"$75,000 - $99,999",New Jersey,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6tvGSLMq8jI7m8h,70,true,55 - 64 years,Female,No,Black or African American,"$25,000 - $49,999",Louisiana,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6tvrpRpjb6Iuwjn,112,true,45 - 54 years,Female,No,White or Caucasian,"$50,000 - $74,999",Iowa,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_6txTc2Rr6TrJjLK,95,true,55 - 64 years,Female,No,White or Caucasian,"$150,000 or more",Michigan,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6tyshipUruoHKDa,78,false,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",Michigan,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6u1cJGJqyNZD5Lj,45,true,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",New Hampshire,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6u1lF5R1NSwCNot,30,false,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",Connecticut,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_6u2OCbgQdZHGnh7,41,false,55 - 64 years,Male,No,Black or African American,"$100,000 - $149,999",Texas,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_6uBcRON7gsDUIBH,85,true,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Mississippi,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6uEyPhuKXtOvUXR,84,true,25 - 34 years,Male,No,Black or African American,"$50,000 - $74,999",New York,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6uFpanyTCkbtJHr,78,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Texas,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6uHwYuGoXHo9IvD,54,false,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Florida,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6uIgDPtF1WNWxkM,57,true,45 - 54 years,Male,No,White or Caucasian,"$150,000 or more",North Carolina,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6uJQl7uhS8eOtrv,74,true,25 - 34 years,Female,Yes,"White or Caucasian,Black or African American","$50,000 - $74,999",California,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6uLYNOMiTB9U1Hz,52,true,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",Ohio,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6uO3dFJBTeo4751,65,true,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",Arizona,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6uOFFnaaxuvmvxq,82,false,25 - 34 years,Other,No,White or Caucasian,"Less than $25,000",Ohio,Decline,Neutral ,Strongly agree,PROLIFIC
R_6uOqebBnsk0LpY9,136,true,55 - 64 years,Female,No,Black or African American,"Less than $25,000",Alabama,Decline,Neutral ,Strongly agree,PROLIFIC
R_6uOrJoyIqSaluTB,75,true,18 - 24 years,Female,No,White or Caucasian,"$75,000 - $99,999",Nebraska,Consent to share,Neutral ,Neutral ,PROLIFIC
R_6uP2Z79to5ir6EX,67,true,55 - 64 years,Male,No,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_6uRfGMUu61zP0PL,192,true,55 - 64 years,Female,No,Black or African American,"$50,000 - $74,999",New York,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6uTI5wl3jaCNRs9,52,true,25 - 34 years,Female,Yes,Black or African American,"Less than $25,000",Wisconsin,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6uTJJ7P2GCpM54C,88,true,45 - 54 years,Female,No,Black or African American,"$100,000 - $149,999",Maryland,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6uVfVvyeBRytpeE,130,false,65 or older,Female,No,White or Caucasian,"$25,000 - $49,999",Mississippi,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6ucNn52pWdc25GN,81,false,18 - 24 years,Female,No,"White or Caucasian,Asian","Less than $25,000",Wisconsin,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6umsYUecPmXyieR,81,true,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",Tennessee,Decline,Neutral ,Strongly agree,PROLIFIC
R_6upJwOeuGN8fwxj,91,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Maryland,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_6upRjBdGa1ooRYi,58,false,35 - 44 years,Female,No,White or Caucasian,"$150,000 or more",Pennsylvania,Consent to share,Strongly disagree ,Strongly agree,PROLIFIC
R_6upm6tqQYjo73EI,36,false,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Michigan,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6uppAjyV83I08PD,93,true,25 - 34 years,Male,No,Asian,"$25,000 - $49,999",New York,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_6usMvcgVl83h3FY,68,false,35 - 44 years,Male,No,"White or Caucasian,Asian","$100,000 - $149,999",Florida,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6ustpNUWfy4TBA0,104,true,65 or older,Male,No,White or Caucasian,"$25,000 - $49,999",Georgia,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6uvMlpmsbq5e2J6,54,true,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",Minnesota,Consent to share,Somewhat disagree ,Strongly disagree ,PROLIFIC
R_6uwjU0HlKa4PLLF,40,false,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Maine,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_6uxLCgz2jS5uE9C,57,false,35 - 44 years,Female,No,Black or African American,"$100,000 - $149,999",Minnesota,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6uxR7EmZNaTs3AS,104,true,55 - 64 years,Female,No,Black or African American,"$25,000 - $49,999",Texas,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6uy2U0OCKOEjA1s,151,false,25 - 34 years,Male,Yes,"White or Caucasian,Black or African American","$75,000 - $99,999",Florida,Consent to share,Neutral ,Neutral ,PROLIFIC
R_6v1RqzqRs8aSpb8,32,false,25 - 34 years,Female,No,Asian,"Less than $25,000",Michigan,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6v2mC9XelIJx8Et,70,true,25 - 34 years,Other,No,White or Caucasian,"$50,000 - $74,999",New York,Consent to share,Neutral ,Neutral ,PROLIFIC
R_6v73v1MzjwBZHpv,104,true,25 - 34 years,Female,No,Asian,"$150,000 or more",California,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_6v8S5NALMsr4N0J,625,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Kentucky,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6v92j5CLM9Ahnm0,319,false,25 - 34 years,Male,Yes,White or Caucasian,"$75,000 - $99,999",New York,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6vD0mWDc2uSFQAx,64,false,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Mississippi,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6vF8sK03d5TTFRL,52,false,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Texas,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6vKw1zErDf8jtfz,69,true,35 - 44 years,Female,No,White or Caucasian,"$150,000 or more",Tennessee,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_6vRTfFDXONeVplf,50,true,25 - 34 years,Male,No,Black or African American,"$50,000 - $74,999",Louisiana,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6vY9Z8MFdUgi6xX,62,true,35 - 44 years,Male,No,Asian,"$25,000 - $49,999",Massachusetts,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6viYkUySxj9Qa5u,61,true,55 - 64 years,Male,No,White or Caucasian,"$150,000 or more",Maryland,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6vkACILyzq1QD5T,91,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Idaho,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6vkrrHlvsBX6jvC,288,true,25 - 34 years,Male,No,"Asian,Native Hawaiian or Other Pacific Islander","$25,000 - $49,999",Colorado,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_6vtNqxrJhyX0wo1,69,true,45 - 54 years,Male,No,White or Caucasian,"$25,000 - $49,999",Arizona,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6vtxmJqvcNytZZL,49,true,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",Florida,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_6vzeKJEm6pTpiKd,88,true,35 - 44 years,Female,No,"White or Caucasian,Asian","$150,000 or more",California,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6vzir0hLSVhQNCV,74,false,65 or older,Female,No,White or Caucasian,"$25,000 - $49,999",Wisconsin,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6w08pbPIvjx6tUV,47,false,25 - 34 years,Male,No,Black or African American,"$25,000 - $49,999",Florida,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6w0ojKO3Oow1V4t,59,false,18 - 24 years,Female,Yes,American Indian/Native American or Alaska Native,"$25,000 - $49,999",Oregon,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6w1DYSqiNGSj8Su,70,true,18 - 24 years,Male,No,Asian,"$150,000 or more",Oregon,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_6w1I8jPLe5H5I7T,58,true,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6w1e2aXRcgCbuL3,112,true,18 - 24 years,Male,No,Asian,"$75,000 - $99,999",California,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6w4ftEiaq66fMtw,54,false,45 - 54 years,Male,No,White or Caucasian,"$50,000 - $74,999",Virginia,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_6w58euwMWSCOhb3,85,false,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Nebraska,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6w62jX0RSud1dxq,62,false,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",Texas,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_6w66sD6xV3oO5Mv,49,false,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",Nebraska,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6w69iPNzoOsopyy,48,false,25 - 34 years,Male,No,Asian,"$150,000 or more",New York,Decline,Neutral ,Strongly agree,PROLIFIC
R_6wAEwmiTRQk243y,57,true,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Virginia,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_6wBwMxWrOB2Snha,83,true,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",Missouri,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6wFj2RIvtS7UiRa,89,false,18 - 24 years,Female,No,Black or African American,"$25,000 - $49,999",Missouri,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_6wGojPN93coH802,65,true,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Georgia,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6wHWZLdZrx8ncXA,158,true,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",Illinois,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6wIWej9DXS0HKaR,37,false,25 - 34 years,Female,No,White or Caucasian,"$75,000 - $99,999",Florida,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6wJ1XqxM6MALE6B,54,true,25 - 34 years,Female,No,Asian,"$25,000 - $49,999",California,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6wMGWki2WfpJhcm,68,true,25 - 34 years,Male,Yes,White or Caucasian,"$25,000 - $49,999",Texas,Decline,Somewhat agree ,Neutral ,PROLIFIC
R_6wSUkizwU3jTT7h,312,true,45 - 54 years,Female,No,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6wchooYoxnPQ6el,44,true,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Massachusetts,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_6wdAxHAjYGkuVF3,58,true,55 - 64 years,Female,No,White or Caucasian,"$50,000 - $74,999",Illinois,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_6wfPsCiv4eEfF0l,146,true,45 - 54 years,Female,No,White or Caucasian,"Less than $25,000",Louisiana,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_6wfenqSzFniYF7b,57,true,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",Missouri,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_6whf3pLEXiDq9Ox,94,true,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",Minnesota,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6wi60YfWkiBXjaP,53,false,18 - 24 years,Female,No,Black or African American,"Less than $25,000",Georgia,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6wmcBiB4l09es3B,53,true,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Oregon,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6wnUvcAERFJoxIB,53,false,35 - 44 years,Female,No,White or Caucasian,"$75,000 - $99,999",Washington,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6wsJgpKL4sjErAv,101,true,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",Texas,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6wt7KeEmO6XSz5J,76,true,65 or older,Female,No,White or Caucasian,"$100,000 - $149,999",New Jersey,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6wugupCw9xB1XfA,82,false,65 or older,Female,No,Black or African American,"$25,000 - $49,999",New York,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6wxYy2ODKb8MeaZ,49,true,18 - 24 years,Female,No,White or Caucasian,"Less than $25,000",New York,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_6wyu2ZFYcQ0ZJ1t,106,true,25 - 34 years,Male,No,"White or Caucasian,Black or African American","$25,000 - $49,999",Arkansas,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6x0x9Edb0RHi51L,103,true,35 - 44 years,Female,No,Asian,"$75,000 - $99,999",California,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6x5QFK795Ai0FPz,79,true,25 - 34 years,Male,Yes,White or Caucasian,"$75,000 - $99,999",California,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6x71RlEzWugdjP3,69,false,25 - 34 years,Female,No,White or Caucasian,Prefer not to say,New Jersey,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6x9HeqkuRoRnzgZ,135,false,55 - 64 years,Male,No,White or Caucasian,"$25,000 - $49,999",North Carolina,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6xAiH40g5M6pNTZ,65,false,25 - 34 years,Female,No,Asian,"Less than $25,000",California,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6xESrexVd8pzYZA,58,false,35 - 44 years,Male,No,White or Caucasian,"$150,000 or more",New Jersey,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6xIZuZZ7aKUcfMV,44,false,25 - 34 years,Female,No,Black or African American,"$100,000 - $149,999",North Carolina,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6xJhMomn25lvb8S,86,true,65 or older,Female,No,White or Caucasian,"$25,000 - $49,999",Maryland,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_6xKMAzisIoTKeKh,63,false,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Alabama,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6xLW5bHuMiBuS2i,49,false,35 - 44 years,Male,No,Other,"$50,000 - $74,999",New York,Decline,Strongly agree,Strongly agree,PROLIFIC
R_6xM3oDg8r6xd0iT,77,true,45 - 54 years,Male,Yes,White or Caucasian,"$25,000 - $49,999",New York,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6xMpm8R9n7utf42,82,false,65 or older,Female,No,White or Caucasian,"Less than $25,000",Oregon,Decline,Somewhat agree ,Strongly agree,PROLIFIC
